Name	Price	Link
Blackview BV8000 Pro	R$ 772	https://www.kimovil.com/en/where-to-buy-blackview-bv8000-pro
Lenovo K5 Note (2018)	R$ 441	https://www.kimovil.com/en/where-to-buy-lenovo-k5-note-2018-4gb-64gb
Infinix Note 5	--	https://www.kimovil.com/en/where-to-buy-infinix-note-5
Sony Xperia XA1 Plus	R$ 1,408	https://www.kimovil.com/en/where-to-buy-sony-xperia-xa1-plus-g3416-4gb-32gb
Alcatel 5V	--	https://www.kimovil.com/en/where-to-buy-alcatel-5v
ZTE Nubia N1	--	https://www.kimovil.com/en/where-to-buy-nubia-n1
Xiaomi Mi Note 2	--	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-note-2-6gb-128gb
Huawei nova 3i	--	https://www.kimovil.com/en/where-to-buy-huawei-nova-3i-lx2-6gb-128gb
Xiaomi Redmi Note 3 Pro	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-3-pro
Elephone A5	R$ 699	https://www.kimovil.com/en/where-to-buy-elephone-a5
Blackview Max 1	R$ 1,151	https://www.kimovil.com/en/where-to-buy-blackview-max-1
Vivo U1	R$ 733	https://www.kimovil.com/en/where-to-buy-vivo-u1-3gb-32gb
Asus ZenFone 5Q	--	https://www.kimovil.com/en/where-to-buy-asus-zenfone-5q
Elephone U Pro	R$ 854	https://www.kimovil.com/en/where-to-buy-elephone-u-pro
Infinix Zero 5	--	https://www.kimovil.com/en/where-to-buy-infinix-zero-5
Sony Xperia XA2	R$ 962	https://www.kimovil.com/en/where-to-buy-sony-xperia-xa2
Sony Xperia XA2 Ultra	--	https://www.kimovil.com/en/where-to-buy-sony-xperia-xa2-ultra
Huawei Honor 7x	R$ 881	https://www.kimovil.com/en/where-to-buy-huawei-honor-7x-l21-64gb
HiSense H11	--	https://www.kimovil.com/en/where-to-buy-hisense-h11
Gionee M7 Power	--	https://www.kimovil.com/en/where-to-buy-gionee-m7-power
Cubot P20	R$ 624	https://www.kimovil.com/en/where-to-buy-cubot-p20
Ulefone X	R$ 466	https://www.kimovil.com/en/where-to-buy-ulefone-x
Asus ZenFone Max Plus	R$ 473	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-plus-zb570tl-4gb-64gb-global
Lenovo K9 Note	--	https://www.kimovil.com/en/where-to-buy-lenovo-k9-note
Panasonic Eluga Z1	--	https://www.kimovil.com/en/where-to-buy-panasonic-eluga-z1
Lenovo K9 Note	R$ 410	https://www.kimovil.com/en/where-to-buy-lenovo-k9-note-3gb-32gb
Lenovo K9 Note	R$ 410	https://www.kimovil.com/en/where-to-buy-lenovo-k9-note-global
Bluboo S1	R$ 374	https://www.kimovil.com/en/where-to-buy-bluboo-s1
Huawei Honor 7x	R$ 586	https://www.kimovil.com/en/where-to-buy-huawei-honor-7x
Sony Xperia XA1 Plus	R$ 1,450	https://www.kimovil.com/en/where-to-buy-sony-xperia-xa1-plus
AGM X2	R$ 1,732	https://www.kimovil.com/en/where-to-buy-agm-x2-6gb-128gb
Blackview BV9000	R$ 693	https://www.kimovil.com/en/where-to-buy-blackview-bv9000
Xiaomi Redmi 4X	R$ 557	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-4x3gb-32gb
Alcatel Idol 5S	--	https://www.kimovil.com/en/where-to-buy-alcatel-idol-5s
Huawei P10 Plus	R$ 2,872	https://www.kimovil.com/en/where-to-buy-huawei-p10-plus-al00-256gb
Samsung Galaxy J7 Prime	R$ 749	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-j7-prime
Xiaomi Redmi 4X	R$ 566	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-4x-global
Ulefone Armor 2	R$ 809	https://www.kimovil.com/en/where-to-buy-ulefone-armor-2
Lenovo K5 Note (2018)	R$ 465	https://www.kimovil.com/en/where-to-buy-lenovo-k5-note-2018
Huawei Honor 9i	--	https://www.kimovil.com/en/where-to-buy-huawei-honor-9i-l22
Meizu M6T	R$ 775	https://www.kimovil.com/en/where-to-buy-meizu-blue-charm-6t-global-64gb
Samsung Galaxy A6 Plus (2018)	R$ 1,284	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a6-plus-2018-duos-64gb
Motorola Moto E5 Plus	R$ 488	https://www.kimovil.com/en/where-to-buy-motorola-moto-e5-plus-3gb-32gb
Xiaomi Redmi Note 5	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-5-india
Xiaomi Redmi Note 5	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-5-4gb-64gb-india
Huawei Honor V8	R$ 1,316	https://www.kimovil.com/en/where-to-buy-huawei-honor-v8-64gb
Xiaomi Redmi Note 4	R$ 871	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-4-3gb-64gb
Huawei G9 Plus	--	https://www.kimovil.com/en/where-to-buy-huawei-g9-plus
Xiaomi Redmi Note 3	R$ 665	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-3-3gb-32gb
Samsung Galaxy A9 (2016)	R$ 1,444	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a9
LeTV Le Max X900	R$ 2,042	https://www.kimovil.com/en/where-to-buy-letv-s1-max
Asus ZenFone Max Plus	R$ 469	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-plus-zb570tl-3gb-32gb-global
Vivo Y73	R$ 621	https://www.kimovil.com/en/where-to-buy-vivo-y73v1731ca-4gb-64gb
Vivo U1	R$ 916	https://www.kimovil.com/en/where-to-buy-vivo-u1
Motorola Moto G6 Play	--	https://www.kimovil.com/en/where-to-buy-motorola-moto-g6-play-3gb-32gb-na
Zoji Z33	R$ 412	https://www.kimovil.com/en/where-to-buy-zoji-z33
Sharp B10	R$ 341	https://www.kimovil.com/en/where-to-buy-sharp-b10
Infinix S3X	--	https://www.kimovil.com/en/where-to-buy-infinix-s3x
Asus ZenFone 5 Lite	R$ 1,605	https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-lites630-4gb-128gb
Oukitel K10	R$ 1,009	https://www.kimovil.com/en/where-to-buy-oukitel-k10
Sony Xperia L2	R$ 388	https://www.kimovil.com/en/where-to-buy-sony-xperia-l2
Jesy J9S	R$ 890	https://www.kimovil.com/en/where-to-buy-jesy-j9s
Doogee BL12000 Pro	R$ 1,048	https://www.kimovil.com/en/where-to-buy-doogee-bl12000-pro
Doogee S50	R$ 584	https://www.kimovil.com/en/where-to-buy-doogee-s50-128gb
HomTom HT70	R$ 532	https://www.kimovil.com/en/where-to-buy-homtom-ht70
Elephone U	R$ 591	https://www.kimovil.com/en/where-to-buy-elephone-u-128gb
Asus ZenFone 5 Lite	--	https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-lite-s630-4gb-64gb
Huawei Enjoy 8 Plus	R$ 1,161	https://www.kimovil.com/en/where-to-buy-huawei-enjoy-8-plus-128gb
Samsung Galaxy A6 Plus (2018)	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a6-plus-2018-3gb-32gb
Vivo S1	R$ 1,785	https://www.kimovil.com/en/where-to-buy-vivo-s1
Panasonic Eluga Z1 Pro	--	https://www.kimovil.com/en/where-to-buy-panasonic-eluga-z1-pro
Huawei Enjoy 8 Plus	R$ 1,128	https://www.kimovil.com/en/where-to-buy-huawei-enjoy-8-plus-al20-128gb
Ulefone P6000 Plus	R$ 357	https://www.kimovil.com/en/where-to-buy-ulefone-p6000-plus
Samsung Galaxy J7 (2017)	R$ 897	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-j7-2017-j730gm
Vernee M5	R$ 508	https://www.kimovil.com/en/where-to-buy-vernee-m5-64gb
Huawei Honor 7x	R$ 686	https://www.kimovil.com/en/where-to-buy-huawei-honor-7x-64gb
Huawei nova 2i	R$ 789	https://www.kimovil.com/en/where-to-buy-huawei-nova-2i
Blackview BV9000	R$ 968	https://www.kimovil.com/en/where-to-buy-blackview-bv9000-pro
Xiaomi Redmi 5	R$ 540	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-5-3gb-32gb
Oukitel K6	R$ 815	https://www.kimovil.com/en/where-to-buy-oukitel-k6
Doogee S50	R$ 548	https://www.kimovil.com/en/where-to-buy-doogee-s50
HomTom S99	R$ 394	https://www.kimovil.com/en/where-to-buy-homtom-s99
Oukitel K7 Power	R$ 567	https://www.kimovil.com/en/where-to-buy-oukitel-k7
Samsung Galaxy A6 Plus (2018)	R$ 1,012	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a6-plus-2018-duos-4gb-32gb
Lenovo K6 Power	--	https://www.kimovil.com/en/where-to-buy-lenovo-k6-power-4gb
Oukitel K8	R$ 466	https://www.kimovil.com/en/where-to-buy-oukitel-k8
Zoji Z9	R$ 676	https://www.kimovil.com/en/where-to-buy-zoji-z9
Xiaomi Mi Mix	R$ 3,105	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-mix
AGM X1	R$ 772	https://www.kimovil.com/en/where-to-buy-agm-x1
Lenovo Vibe P2	--	https://www.kimovil.com/en/where-to-buy-lenovo-vibe-p2-32gb
Zoji Z11	R$ 573	https://www.kimovil.com/en/where-to-buy-zoji-z11
Motorola Moto E5 Plus	R$ 776	https://www.kimovil.com/en/where-to-buy-motorola-moto-e5-plus-4gb-64gb
Vivo U1	R$ 1,075	https://www.kimovil.com/en/where-to-buy-vivo-u1-4gb-64gb
Samsung Galaxy A7 (2017)	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a7-2017-fds
Sony Xperia XA2	--	https://www.kimovil.com/en/where-to-buy-sony-xperia-xa2-h3133
Samsung Galaxy A6 Plus (2018)	R$ 1,561	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a6-plus-2018-g605g
Sharp R1S	R$ 382	https://www.kimovil.com/en/where-to-buy-sharp-r1s
Asus ZenFone Pegasus 4S Max Plus	R$ 469	https://www.kimovil.com/en/where-to-buy-asus-zenfone-pegasus-4s-max-plus-x018dc-4gb-64gb
Vivo Y73	R$ 675	https://www.kimovil.com/en/where-to-buy-vivo-y73
Asus ZenFone Pegasus 4S Max Plus	--	https://www.kimovil.com/en/where-to-buy-asus-zenfone-pegasus-4s-max-plus-4gb-32gb-
Wiko View Max	--	https://www.kimovil.com/en/where-to-buy-wiko-view-max
Huawei Y9 (2018)	R$ 748	https://www.kimovil.com/en/where-to-buy-huawei-y9-2018
Gionee A1 Lite	R$ 504	https://www.kimovil.com/en/where-to-buy-gionee-a1-lite
Samsung Galaxy J7 (2017)	R$ 1,090	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-j7-2017-64gb
Motorola Moto G6 Play	R$ 759	https://www.kimovil.com/en/where-to-buy-motorola-moto-g6-play-3gb-32gb
Meizu M5 note	R$ 390	https://www.kimovil.com/en/where-to-buy-meizu-m5-note-32gb-global
Motorola Moto G7 Power	R$ 1,170	https://www.kimovil.com/en/where-to-buy-motorola-moto-g7-power-xt1955-1-br-64gb
LG Q Stylus+	--	https://www.kimovil.com/en/where-to-buy-lg-q-stylus-plus
UMiDIGI C Note 2	R$ 621	https://www.kimovil.com/en/where-to-buy-umidigi-c-note-2
Doogee BL5000	R$ 374	https://www.kimovil.com/en/where-to-buy-doogee-bl5000
Bluboo S8	R$ 311	https://www.kimovil.com/en/where-to-buy-bluboo-s8
Asus ZenFone 4 Max Plus	R$ 485	https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-max-3gb
Meiigoo M1	R$ 854	https://www.kimovil.com/en/where-to-buy-meiigoo-m1
Doogee BL7000	R$ 371	https://www.kimovil.com/en/where-to-buy-doogee-bl7000
M-Horse Pure 1	R$ 256	https://www.kimovil.com/en/where-to-buy-m-horse-pure1
Asus ZenFone Pegasus 4S Max Plus	R$ 456	https://www.kimovil.com/en/where-to-buy-asus-zenfone-pegasus-4s-max-plus
M-Horse Pure 2	R$ 391	https://www.kimovil.com/en/where-to-buy-m-horse-pure-2
Huawei Honor V9	R$ 1,898	https://www.kimovil.com/en/where-to-buy-huawei-honor-v9
Huawei Honor 6X	--	https://www.kimovil.com/en/where-to-buy-huawei-honor-6x-weu-4gb-64gb
nubia N2	R$ 610	https://www.kimovil.com/en/where-to-buy-nubia-n2
Elephone P8 2017	R$ 566	https://www.kimovil.com/en/where-to-buy-elephone-p8-2017
Samsung Galaxy A6 Plus (2018)	R$ 1,174	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a6-plus-20183gb-32gb-duos
Elephone Soldier	R$ 974	https://www.kimovil.com/en/where-to-buy-elephone-soldier
Lenovo K6 Power	--	https://www.kimovil.com/en/where-to-buy-lenovo-k6-power
InFocus Vision 3 Pro	--	https://www.kimovil.com/en/where-to-buy-infocus-vision-3-pro
Asus ZenFone Pegasus 3S	R$ 749	https://www.kimovil.com/en/where-to-buy-asus-zenfone-pegasus-3s
Huawei Nova Plus	R$ 1,329	https://www.kimovil.com/en/where-to-buy-huawei-nova-plus
Xiaomi Redmi 3 Pro	R$ 580	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-3-pro
Asus ZenFone 5 Selfie Pro	R$ 1,629	https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-selfie-pro-128gb
Vivo Y73	R$ 753	https://www.kimovil.com/en/where-to-buy-vivo-y73v1731ca-3gb-64gb
Doogee N10	R$ 310	https://www.kimovil.com/en/where-to-buy-doogee-y7
Asus ZenFone Max (M1)	R$ 504	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-m1-zb556kl
Poptel P9000 Max	R$ 768	https://www.kimovil.com/en/where-to-buy-poptel-p9000-max
Wiko View 2 Plus	--	https://www.kimovil.com/en/where-to-buy-wiko-view-2-plus
Nomu S50 Pro	R$ 986	https://www.kimovil.com/en/where-to-buy-nomu-s50-pro
BlackBerry Motion	--	https://www.kimovil.com/en/where-to-buy-blackberry-motion
Oukitel U18	R$ 349	https://www.kimovil.com/en/where-to-buy-oukitel-u18
Koolnee K1 Trio	R$ 827	https://www.kimovil.com/en/where-to-buy-koolnee-k1-trio
Samsung Galaxy A6 Plus (2018)	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a6-plus-2018
Asus ZenFone 4 Max	R$ 1,299	https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-max
Samsung Galaxy On Max	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-on-max
Motorola Moto E4 Plus	R$ 646	https://www.kimovil.com/en/where-to-buy-motorola-moto-e4-plus-32gb
Asus ZenFone 4 Max ZC520KL	R$ 582	https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-max-zc520kl
Huawei Honor 7x	R$ 997	https://www.kimovil.com/en/where-to-buy-huawei-honor-7x-128gb
Asus ZenFone 3S Max	R$ 433	https://www.kimovil.com/en/where-to-buy-asus-zenfone-3s-max
Asus ZenFone 3S Max	R$ 473	https://www.kimovil.com/en/where-to-buy-asus-zenfone-3s-max-64gb
Huawei Honor 8 Pro	--	https://www.kimovil.com/en/where-to-buy-huawei-honor-8-pro
Gionee S10	R$ 688	https://www.kimovil.com/en/where-to-buy-gionee-s10
Philips Xenium X598	R$ 477	https://www.kimovil.com/en/where-to-buy-philips-xenium-x598
Doogee S55	R$ 543	https://www.kimovil.com/en/where-to-buy-doogee-s55
Huawei Honor 9i	--	https://www.kimovil.com/en/where-to-buy-huawei-honor-9i-india
Huawei Honor 6X	R$ 772	https://www.kimovil.com/en/where-to-buy-huawei-honor-6x
Huawei Honor 6X	R$ 1,029	https://www.kimovil.com/en/where-to-buy-huawei-honor-6x-64gb
Meizu M5 note	R$ 390	https://www.kimovil.com/en/where-to-buy-meizu-m5-note-3gb-32gb
Asus ZenFone 3 Max ZC553KL	R$ 734	https://www.kimovil.com/en/where-to-buy-asus-zenfone-3-zc553kl-3gb-32gb
Moto Z Play	R$ 1,594	https://www.kimovil.com/en/where-to-buy-lenovo-moto-z-play-32gb-dual
Meizu M3 Max	R$ 946	https://www.kimovil.com/en/where-to-buy-meizu-m3-max
Lenovo Vibe P1	--	https://www.kimovil.com/en/where-to-buy-lenovo-vibe-p13gb-32gb
Lenovo A5	R$ 427	https://www.kimovil.com/en/where-to-buy-lenovo-a5-32gb-cmcc
Sharp R1	R$ 272	https://www.kimovil.com/en/where-to-buy-sharp-r1
Motorola Moto E5 Plus	R$ 729	https://www.kimovil.com/en/where-to-buy-motorola-moto-e5-plus-3gb-32gb-latam
Poptel P10	R$ 697	https://www.kimovil.com/en/where-to-buy-poptel-p10
Oukitel WP1	R$ 630	https://www.kimovil.com/en/where-to-buy-oukitel-wp1
Samsung Galaxy J6+	R$ 834	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-j6-plus
Samsung Galaxy J6+	R$ 809	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-j6-plus-3gb-32gb
Panasonic Eluga Ray 600	--	https://www.kimovil.com/en/where-to-buy-panasonic-eluga-ray-600
Vernee M6	R$ 373	https://www.kimovil.com/en/where-to-buy-vernee-m6
Alcatel A7 Xl	R$ 739	https://www.kimovil.com/en/where-to-buy-alcatel-a7-xl
Oukitel WP5000	R$ 741	https://www.kimovil.com/en/where-to-buy-oukitel-wp5000
Asus ZenFone Pegasus 4A	R$ 394	https://www.kimovil.com/en/where-to-buy-asus-zenfone-pegasus-4a
Huawei Y7 Prime	--	https://www.kimovil.com/en/where-to-buy-huawei-y7-prime
HomTom S8	R$ 394	https://www.kimovil.com/en/where-to-buy-homtom-s8
Kenxinda S9	R$ 349	https://www.kimovil.com/en/where-to-buy-kenxinda-s9
Ulefone Power 2	R$ 652	https://www.kimovil.com/en/where-to-buy-ulefone-power-2
Samsung Galaxy C7	R$ 959	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-c7-c7000-32gb
Oppo R11 Plus	R$ 1,695	https://www.kimovil.com/en/where-to-buy-oppo-r11-plus
Infinix Hot S3	--	https://www.kimovil.com/en/where-to-buy-infinix-hot-s3
Samsung Galaxy On Nxt	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-on-nxt-64gb
Blackview P2	R$ 487	https://www.kimovil.com/en/where-to-buy-blackview-p2
Bluboo Maya Max	R$ 564	https://www.kimovil.com/en/where-to-buy-bluboo-maya-max
Lenovo Phab 2 Plus	--	https://www.kimovil.com/en/where-to-buy-lenovo-phab-2-plus
Oppo R9 Plus	R$ 1,568	https://www.kimovil.com/en/where-to-buy-oppo-r9-plus
Doogee F7	R$ 710	https://www.kimovil.com/en/where-to-buy-doogee-f7
UMi Super	R$ 1,031	https://www.kimovil.com/en/where-to-buy-umi-super
Motorola Moto G6 Play	R$ 764	https://www.kimovil.com/en/where-to-buy-motorola-moto-g6-play-latam
Motorola Moto G6 Play	--	https://www.kimovil.com/en/where-to-buy-motorola-moto-g6-play-india
Vernee M3	R$ 275	https://www.kimovil.com/en/where-to-buy-vernee-m3
HiSense A6	R$ 1,835	https://www.kimovil.com/en/where-to-buy-hisense-a6
Nomu T18	R$ 998	https://www.kimovil.com/en/where-to-buy-nomu-t18
Gome K1	R$ 1,181	https://www.kimovil.com/en/where-to-buy-gome-k1-128gb
HomTom H5	R$ 339	https://www.kimovil.com/en/where-to-buy-homtom-h5
Meiigoo S8	R$ 504	https://www.kimovil.com/en/where-to-buy-meiigoo-s8
Oukitel K3	R$ 418	https://www.kimovil.com/en/where-to-buy-oukitel-k3
Maze Comet	R$ 737	https://www.kimovil.com/en/where-to-buy-maze-comet
HomTom S9 Plus	R$ 497	https://www.kimovil.com/en/where-to-buy-homtom-s9-plus
Oukitel K6000 Plus	R$ 591	https://www.kimovil.com/en/where-to-buy-oukitel-k6000-plus
Xiaomi Redmi 4X	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-4x-4gb-64gb
BlackBerry KEY2	R$ 2,059	https://www.kimovil.com/en/where-to-buy-blackberry-key2
HomTom H10	R$ 394	https://www.kimovil.com/en/where-to-buy-homtom-h10
Meizu M5 note	R$ 767	https://www.kimovil.com/en/where-to-buy-meizu-m5-note-4gb-64gb
Moto Z Play	--	https://www.kimovil.com/en/where-to-buy-lenovo-moto-z-play
Gigaset GS270 Plus	--	https://www.kimovil.com/en/where-to-buy-gigaset-gs270-plus
Flipkart Bilion Capture+	R$ 272	https://www.kimovil.com/en/where-to-buy-flipkart-bilion-capture-plus
Samsung Galaxy J7 Max	R$ 975	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-j7-max
Uhans Max 2	R$ 513	https://www.kimovil.com/en/where-to-buy-uhans-max-2
Oukitel Mix 2	R$ 660	https://www.kimovil.com/en/where-to-buy-oukitel-mix-2-6gb
Meiigoo Note 8	R$ 670	https://www.kimovil.com/en/where-to-buy-meiigoo-note-8
Blackview P2 lite	--	https://www.kimovil.com/en/where-to-buy-blackview-p2-lite
Samsung Galaxy C7 Pro	R$ 1,331	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-c7-pro
Oukitel K10000 Pro	R$ 699	https://www.kimovil.com/en/where-to-buy-oukitel-k10000-pro
Huawei Nova 2 Plus	R$ 1,329	https://www.kimovil.com/en/where-to-buy-huawei-nova-2-plus
YU Yunicorn	--	https://www.kimovil.com/en/where-to-buy-yu-yunicorn
Huawei Honor Holly 4 Plus	--	https://www.kimovil.com/en/where-to-buy-huawei-honor-holly-4-plus
Coolpad Note 6	--	https://www.kimovil.com/en/where-to-buy-coolpad-note-6
Lenovo Vibe P1 Turbo	--	https://www.kimovil.com/en/where-to-buy-lenovo-vibe-p1-turbo
LG Q8 (2018)	R$ 1,400	https://www.kimovil.com/en/where-to-buy-lg-q8-2018
Vivo X7 Plus	R$ 1,586	https://www.kimovil.com/en/where-to-buy-vivo-x7-plus
Samsung Galaxy C7	R$ 1,241	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-c7
Asus ZenFone 3 Max ZC520TL	R$ 624	https://www.kimovil.com/en/where-to-buy-asus-zenfone-3-maxzc520tl3gb-32gb
VK7000	R$ 660	https://www.kimovil.com/en/where-to-buy-vkworld-vk7000
Gigaset GS280	--	https://www.kimovil.com/en/where-to-buy-gigaset-gs280
Yota Devices YotaPhone 3	R$ 1,172	https://www.kimovil.com/en/where-to-buy-yota-devices-yotaphone-3
Oukitel K5000	R$ 660	https://www.kimovil.com/en/where-to-buy-oukitel-k5000
ZTE Blade A3 (2017)	R$ 465	https://www.kimovil.com/en/where-to-buy-zte-blade-a3-2017
Lenovo K6 Note	--	https://www.kimovil.com/en/where-to-buy-lenovo-k6-note-4gb
Panasonic Eluga Ray 700	--	https://www.kimovil.com/en/where-to-buy-panasonic-eluga-ray-700
Panasonic Eluga Ray 500	--	https://www.kimovil.com/en/where-to-buy-panasonic-eluga-ray-500
Coolpad Note 6	--	https://www.kimovil.com/en/where-to-buy-coolpad-note-6-4gb
ZTE Blade A610 Plus	--	https://www.kimovil.com/en/where-to-buy-zte-blade-a610-plus
Panasonic Eluga Ray X	--	https://www.kimovil.com/en/where-to-buy-panasonic-eluga-ray-x
InFocus Turbo 5s	--	https://www.kimovil.com/en/where-to-buy-infocus-turbo-5s
BlackBerry KEY2	--	https://www.kimovil.com/en/where-to-buy-blackberry-key2-128gb
HomTom HT50	R$ 325	https://www.kimovil.com/en/where-to-buy-homtom-ht50
Samsung Galaxy A7 (2017)	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a7-2017
Coolpad Note 5	--	https://www.kimovil.com/en/where-to-buy-coolpad-note-5
Archos Sense 50x	--	https://www.kimovil.com/en/where-to-buy-archos-sense-50x
Asus ZenFone AR	--	https://www.kimovil.com/en/where-to-buy-asus-zenfone-ar-6gb-128gb
Vernee Thor Plus	R$ 519	https://www.kimovil.com/en/where-to-buy-vernee-thor-plus
Zoji Z8	R$ 390	https://www.kimovil.com/en/where-to-buy-zoji-z8
ZTE Blade A6	--	https://www.kimovil.com/en/where-to-buy-zte-blade-a6-premium
Blackview BV7000 Pro	R$ 614	https://www.kimovil.com/en/where-to-buy-blackview-bv7000-pro
Huawei Enjoy 7 Plus	R$ 966	https://www.kimovil.com/en/where-to-buy-huawei-enjoy-7-plus
Elephone U Pro	--	https://www.kimovil.com/en/where-to-buy-elephone-u-pro-4gb-64gb
Panasonic Eluga A4	--	https://www.kimovil.com/en/where-to-buy-panasonic-eluga-a4
Huawei Nova Plus	R$ 1,681	https://www.kimovil.com/en/where-to-buy-huawei-nova-plus-4gb-64gb
HomTom HT20 Pro	--	https://www.kimovil.com/en/where-to-buy-homtom-ht20-pro
Uhans Note 4	R$ 628	https://www.kimovil.com/en/where-to-buy-uhans-note-4
Doogee S60	R$ 908	https://www.kimovil.com/en/where-to-buy-doogee-s60
InnJoo Pro 2	--	https://www.kimovil.com/en/where-to-buy-innjoo-pro-2
Uhans U300	--	https://www.kimovil.com/en/where-to-buy-uhans-u300
Quantum V	R$ 1,849	https://www.kimovil.com/en/where-to-buy-quantum-v
Doogee S60	R$ 563	https://www.kimovil.com/en/where-to-buy-doogee-s60-lite
UMi Plus Extreme	R$ 1,832	https://www.kimovil.com/en/where-to-buy-umi-plus-extreme
Huawei Mate RS	--	https://www.kimovil.com/en/where-to-buy-huawei-mate-rs
HP Elite x3	--	https://www.kimovil.com/en/where-to-buy-hp-elite-x3
